Name,Height,Weight,BirthDate,BirthPlace
Andrea_Nannini,1.84,80000.0,1944-12-12,Modena
Andrea_Nencini,1.93,86000.0,1948-12-25,Sesto Fiorentino
Andrei_Kuznetsov_(volleyball),1.96,95000.0,1966-04-23,['Ukraine', 'Poltava']
Andrej_Kravárik,2.04,97000.0,1971-07-28,['Czechoslovakia', 'Slovakia', 'Piešťany']
Andres_Toobal,1.93,84000.0,1988-08-27,Estonia
Andri_Aganits,2.07,100000.0,1993-09-07,['Põlva', 'Estonia']
Andrija_Gerić,2.03,101000.0,1977-01-24,['Serbia', 'Novi Sad', 'Socialist Federal Republic of Yugoslavia', 'Socialist Republic of Serbia']
Andrzej_Wrona,2.05,95000.0,1988-12-27,['Poland', 'Warsaw']
André_Lopes,1.93,86000.0,1982-09-12,['Seia', "Portugal men's national volleyball team"]
Anna_Miros,1.93,80000.0,1985-10-30,['Poland', 'Łańcut']
Anna_Ramírez,1.73,56000.0,1984-06-11,['Guatemala City', 'Guatemala']
Anna_Werblińska,1.78,69000.0,1984-05-14,['Poland', 'Świdnica']
Anne_Buijs,1.91,74000.0,1991-12-02,['Netherlands', 'Oostzaan']
Annie_Martin,1.7,61000.0,1981-09-07,Lachine Quebec
Antonella_Del_Core,1.82,73000.0,1980-11-05,['Italy', 'Naples']
Antonin_Rouzier,2.01,97000.0,1986-08-18,["Saint-Martin-d'Hères", 'France']
Alejandro_Spajić,2.04,95000.0,1976-05-07,San Juan Argentina
Aleksa_Brđović,2.03,91000.0,1993-07-29,['Serbia', 'Belgrade']
Aleksandar_Atanasijević,2.0,92000.0,1991-09-04,['Belgrade', 'Socialist Federal Republic of Yugoslavia', 'Socialist Republic of Serbia']
Aleksandar_Mitrović_(volleyball),1.93,93000.0,1982-09-24,['Serbia', 'Kruševac', 'Socialist Federal Republic of Yugoslavia', 'Socialist Republic of Serbia']
Aleksander_Śliwka,1.96,87000.0,1995-05-24,['Poland', 'Jawor']
Aleksandr_Butko,1.98,97000.0,1986-03-18,['Soviet Union', 'Grodno']
Aleksandr_Kosarev,2.0,90000.0,1977-09-30,['Russia', 'Belgorod']
Aleksandra_Chudina,1.88,73000.0,1923-11-06,['Soviet Union', 'Tula Oblast', 'Russian Soviet Federative Socialist Republic', 'Kurkinsky District']
Aleksandrs_Samoilovs,1.95,94000.0,1985-04-06,['Latvia', 'Riga']
Aleksey_Obmochaev,1.88,80000.0,1989-05-22,['Russia', 'Kislovodsk']
Aleksey_Spiridonov_(volleyball),1.96,96000.0,1988-06-26,['Russia', 'Revyakino']
Aleksey_Verbov,1.85,77000.0,1982-01-31,['Moscow', 'Russia']
Alen_Pajenk,2.03,82000.0,1986-04-23,['Maribor', 'Slovenia']
Aleona_Denise_Santiago,1.88,65000.0,1993-09-26,['Cavite', 'Tanza Cavite']
Alessandro_Fei_(volleyball),2.04,90000.0,1978-11-29,['Italy', 'Saronno']
Alessandro_Paparoni,1.91,75000.0,1981-08-17,['Italy', 'San Severino Marche']
Alexander_Horst,1.85,85000.0,1982-12-20,['Vienna', 'Austria']
Alexandra_Gouldie,1.7018,77112.0,1991-05-13,Grand Island Nebraska
Alexandra_Shiryayeva,1.8796,74844.0,1983-02-09,['Russia', 'Saint Petersburg']
Alexey_Cheremisin,2.02,98000.0,1980-09-23,['Moscow', 'Russia']
Alice_Blom,1.78,64000.0,1980-04-07,['Netherlands', 'Oudeschild']
Alireza_Nadi,2.0,90000.0,1980-09-02,['Iran', 'Tehran']
Alison_Cerutti,2.03,106000.0,['1985-12-07', '1986-12-07'],['Brazil', 'Vitória Espírito Santo', 'Espírito Santo']
Allan_van_de_Loo,1.96,90000.0,1975-01-10,Eindhoven
Allen_Allen,1.91,100000.0,1967-05-24,Samoa
Amaury_Martínez,1.92,90000.0,1973-02-13,['Dominican Republic', 'Santo Domingo']
Arash_Kamalvand,2.01,91000.0,1989-05-11,['Iran', 'Lorestan Province', 'Khorramabad']
Ardo_Kreek,2.03,95000.0,1986-08-07,['Tallinn', 'Estonia']
Argo_Meresaar,2.06,104000.0,1980-01-13,['Pärnu', 'Estonia']
Arisa_Inoue,1.78,65000.0,1995-05-08,['Japan', 'Kyoto Prefecture', 'Maizuru']
Arisa_Satō,1.64,53000.0,1989-07-18,['Japan', 'Sendai', 'Miyagi Prefecture']
Arkadiusz_Gołaś,2.01,83000.0,1981-05-10,['Poland', 'Przasnysz']
Armands_Celitāns,2.0,105000.0,1984-05-28,['Latvia', 'Krāslava']
Arslan_Ekşi,1.99,92000.0,1985-07-17,['Istanbul', 'Turkey']
Artur_Ratajczak,2.05,94000.0,1990-09-18,['Poland', 'Gostyń']
Artur_Szalpuk,2.02,92000.0,1995-03-20,['Poland', 'Olsztyn']
Asako_Tajimi,1.8,68000.0,1972-06-26,['Japan', 'Tokyo', 'Mitaka Tokyo']
Ashlei_Nemer,1.92,80000.0,1980-11-26,['Brazil', 'Brasília']
Asllan_Rusi,1.85,70000.0,1944-10-04,['Albania', 'Tirana']
Aslı_Kalaç,1.83,73000.0,1995-12-13,Istanbul
Astra_Biltauere,1.68,64000.0,1944-10-09,Riga
Aya_Mikami,1.75,64000.0,1984-01-27,['Japan', 'Fukushima Prefecture', 'Kōriyama']
Ayako_Sana,1.8,66000.0,1985-05-18,['Japan', 'Taitō']
Ayumi_Nakamura,1.76,70000.0,1990-08-29,['Japan', 'Fukuoka Prefecture', 'Chikuzen Fukuoka']
Aaron_Russell,2.05,98000.0,['1993-06-04', '1993-06-07'],['Ellicott City Maryland', 'United States']
Abdolreza_Alizadeh,1.83,80000.0,1987-02-19,['Iran', 'Urmia']
Adam_Kowalski,1.8,73000.0,1994-09-16,['Poland', 'Częstochowa']
Adel_Gholami,1.95,88000.0,['1986-02-09', '1986-10-02'],['Iran', 'Amol']
Adrian_Buchowski,1.94,90000.0,1991-09-30,['Poland', 'Zielona Góra']
Adrian_Radu_Gontariu,2.05,100000.0,1984-05-14,['Romania', 'Zalău']
Adrian_Stańczak,1.83,77000.0,1987-02-17,['Poland', 'Radom']
Ahmed_Mohamed_(volleyball),1.89,84000.0,1989-03-01,['Cairo', 'Egypt']
Ai_Inden,1.73,63000.0,1987-04-03,['Japan', 'Mie Prefecture', 'Yokkaichi Mie']
Akari_Oumi,1.71,64000.0,1989-11-10,['Japan', 'Kyoto', 'Kyoto Prefecture']
Aki_Shibata,1.76,67000.0,1981-01-06,['Japan', 'Gobō Wakayama', 'Wakayama Prefecture']
Akiko_Ino,1.68,60000.0,1986-09-28,['Japan', 'Tokyo', 'Edogawa Tokyo']
Akiko_Uchida,1.73,64000.0,1985-11-30,['Japan', 'Koto Tokyo']
Wallace_de_Souza,1.98,87000.0,1987-06-26,['Brazil', 'São Paulo']
Wanchai_Tabwises,1.85,85000.0,1986-02-11,['Thailand', 'Khon Kaen']
Wang_Huimin,1.84,65000.0,1992-11-11,['China', 'Shandong']
Wang_Na_(volleyball),1.79,63000.0,1990-02-25,['China', 'Zhejiang']
Wang_Yimei,1.9,87000.0,1988-01-11,['China', 'Dalian']
Wei_Qiuyue,1.83,80000.0,1988-09-26,['China', 'Tianjin']
Wilfredo_León,2.01,85000.0,1993-07-31,['Santiago de Cuba', 'Cuba']
Wink_Davenport,2.01,99792.0,1942-04-12,Santa Monica California
Wojciech_Ferens,1.94,95000.0,1991-04-05,['Poland', 'Radom']
Wojciech_Grzyb,2.06,101000.0,1981-01-04,['Poland', 'Olsztyn']
Wojciech_Jurkiewicz,2.05,97000.0,1977-06-21,['Poland', 'Lubin']
Wojciech_Włodarczyk,2.0,87000.0,1990-10-28,['Poland', 'Poznań']
Wojciech_Żaliński,1.95,99000.0,1988-01-08,['Poland', 'Skarżysko-Kamienna']
Wytze_Kooistra,2.09,102000.0,1982-06-03,['Amsterdam', 'Netherlands']
Hermans_Egleskalns,2.02,93000.0,1990-12-08,['Latvia', 'Riga']
Hicham_Guemmadi,1.94,82000.0,1976-04-16,Constantine Algeria
Hidde_Boswinkel,2.02,100000.0,1995-03-30,Ootmarsum
Hiroko_Matsuura,1.8,72000.0,1990-07-15,['Japan', 'Kumamoto Prefecture', 'Kumamoto']
Hristo_Zlatanov,2.01,103000.0,1976-04-21,Sofia
Hugo_Gaspar,2.0,83000.0,1982-09-02,Portugal
Héctor_Soto,1.97,85000.0,1978-06-20,['New York City', 'New York']
Hüseyin_Koç,1.97,91000.0,1979-07-30,['Bursa', "Turkey men's national volleyball team"]
Haruka_Miyashita,1.77,58000.0,1994-09-01,['Japan', 'Mie Prefecture', 'Kuwana Mie']
Haruka_Sunada,1.81,70000.0,1988-04-18,['Japan', 'Ibaraki Prefecture', 'Tsukuba Ibaraki']
Haruyo_Shimamura,1.82,79000.0,1992-03-04,['Japan', 'Kanagawa Prefecture', 'Kamakura']
Hatice_Gizem_Örge,1.7,59000.0,1993-04-26,Ankara
Helena_Havelková,1.88,64000.0,1988-07-25,['Czech Republic', 'Frýdlant']
Henri_Treial,2.02,96000.0,1992-05-28,Estonia
Henry_Bell_Cisnero,188.0,84000.0,1982-07-27,Cuba
Hamza_Nagga,1.96,85000.0,1990-05-29,['Tunisia', 'Tunis']
Hamzeh_Zarini,1.98,91000.0,1985-10-18,['Iran', 'Tehran', 'Eslamshahr']
Kacper_Piechocki,1.84,70000.0,1995-02-17,['Poland', 'Bełchatów']
Kamil_Droszyński,1.9,86000.0,1997-01-28,Poland
Kana_Kawakami,1.63,53000.0,1984-08-20,['Japan', 'Tokyo', 'Katsushika']
Kana_Oyama,1.87,84000.0,1984-06-19,['Japan', 'Tokyo']
Kanako_Hirai,1.82,68000.0,1984-04-15,['Japan', 'Tsu Mie']
Kanako_Omura,1.84,68000.0,1976-12-15,['Japan', 'Kyoto']
Kaori_Inoue,1.82,59000.0,1982-10-21,['Japan', 'Toyooka Hyōgo']
Karch_Kiraly,1.88,93000.0,1960-11-03,Jackson Michigan
Karina_Krause,1.77,64000.0,1989-02-11,['Thailand', 'Yasothon']
Karol_Kłos,2.01,83000.0,1989-08-08,['Poland', 'Warsaw']
Katarzyna_Gajgał-Anioł,1.91,83000.0,1981-09-21,['Poland', 'Dębica']
Katarzyna_Skowrońska-Dolata,1.89,75000.0,1983-06-30,['Poland', 'Warsaw']
Kawika_Shoji,1.98,88000.0,1987-11-11,['Hawaii', 'Honolulu']
Kay_van_Dijk,2.15,104000.0,1984-06-25,['Netherlands', 'Renkum']
Keiki_Nishiyama,1.76,66000.0,1988-10-19,['Japan', 'Kyoto']
Keith_Pupart,1.95,93000.0,1985-03-19,['Kuressaare', 'Estonia']
Kentaro_Asahi,1.99,83000.0,1975-09-19,Japan
Kerri_Walsh_Jennings,1.905,71000.0,1978-08-15,Santa Clara California
Kert_Toobal,1.89,78000.0,1979-06-03,['Paide', 'Estonia']
Kervin_Piñerua,1.91,85000.0,1991-02-22,['Venezuela', 'Caracas']
Kevin_Klinkenberg,1.98,78000.0,1990-10-04,['Belgium', 'Oupeye']
Kieran_O'Malley,1.88,82000.0,1988-05-12,['West Yorkshire', 'Halifax West Yorkshire']
Kinga_Maculewicz-De_La_Fuente,1.86,70000.0,1978-05-25,['Kraków', 'Poland']
Kissada_Nilsawai,2.03,95000.0,1992-04-17,['Thailand', 'Samut Prakan Province']
Kitsada_Somkane,1.9,79000.0,1990-09-28,['Thailand', 'Surat Thani']
Kittikun_Sriutthawong,1.94,78000.0,1986-01-10,['Thailand', 'Sa Kaeo']
Klaudia_Kaczorowska,1.83,66000.0,1988-12-20,['Poland', 'Trzcianka']
Klemen_Čebulj,2.0,87000.0,1992-02-21,Slovenia
Konstantin_Čupković,2.05,89000.0,1987-01-02,['Croatia', 'Virovitica']
Kota_Yamamura,2.05,90000.0,1980-10-20,['Japan', 'Tokyo', 'Higashimurayama Tokyo']
Kotoe_Inoue,1.61,55000.0,1990-02-15,['Japan', 'Kyoto']
Kotoki_Zayasu,1.6,56000.0,1990-01-11,['Japan', 'Okinawa Prefecture', 'Ginowan Okinawa']
Kotomi_Tosaki,1.85,84000.0,1989-05-19,['Japan', 'Gifu Prefecture', 'Gifu']
Kristjan_Kais,1.88,85000.0,1976-03-03,['Paikuse', 'Estonia']
Kristýna_Pastulová,1.97,80000.0,1985-10-22,Czech Republic
Krzysztof_Gierczyński,1.93,87000.0,1976-01-23,['Poland', 'Gubin Poland']
Krzysztof_Ignaczak,1.88,86000.0,1978-05-15,['Poland', 'Wałbrzych']
Krzysztof_Wierzbowski,1.97,85000.0,1988-07-18,['Poland', 'Warsaw']
Krzysztof_Wójcik_(volleyball),1.81,80000.0,1960-10-20,['Poland', 'Żagań']
Ku_Min-jung,1.81,73000.0,1973-08-25,['South Korea', 'North Jeolla Province']
Kumiko_Sakino,1.8,66000.0,1975-09-23,['Japan', 'Yamaguchi Prefecture', 'Hōhoku Yamaguchi', 'Shimonoseki']
Kunihiro_Shimizu,1.93,94000.0,1986-08-11,['Japan', 'Fukui Prefecture', 'Fukui Fukui']
Kyoko_Katashita,1.57,54000.0,1989-07-13,['Japan', 'Chikuzen Fukuoka']
Kévin_Le_Roux,2.09,95000.0,1989-05-11,['Champigny-sur-Marne', 'France']
Kévin_Tillie,2.0,85000.0,['1990-02-11', '1990-11-02'],['Cagnes-sur-Mer', 'France']
Theo_Brunner,2.0066,91000.0,1985-03-17,Palo Alto California
Thijs_ter_Horst,2.04,94000.0,1991-09-18,Almelo
Thomas_Edgar_(volleyball),2.12,106000.0,1989-06-21,['Bundaberg', 'Australia']
Thomas_Ereu,1.93,86000.0,1979-10-25,Acarigua
Thomas_Jarmoc,1.98,89000.0,1987-04-19,['Canada', 'Calgary']
Thomas_Koelewijn,2.06,100000.0,1988-12-18,Kampen Overijssel
Tije_Vlam,2.07,102000.0,1985-10-09,['Netherlands', 'Almere']
Tim_Broshog,2.05,112000.0,1987-12-02,['Berlin', 'Germany']
Timo_Tammemaa,2.02,93000.0,1991-11-18,Estonia
Todd_Rogers,1.8796,90000.0,1973-09-30,Santa Barbara California
Todor_Aleksiev,2.0,96000.0,1983-04-21,['Bulgaria', 'Plovdiv']
Tomasz_Fornal,1.98,96000.0,1997-08-31,Poland men's national under-19 volleyball team
Tomasz_Polczyk,1.93,83000.0,1997-02-13,Poland
Tomasz_Wójtowicz,1.97,97000.0,['1953-09-22', '1953-09-29'],['Poland', 'Lublin']
Tomislav_Čošković,1.99,93000.0,1979-04-22,['Socialist Federal Republic of Yugoslavia', 'Socialist Republic of Bosnia and Herzegovina']
Tomoko_Okano,1.77,64000.0,1979-08-29,['Japan', 'Chikusei Ibaraki']
Tomomi_Nakao,1.74,61000.0,1981-11-27,['Japan', 'Miyakonojō']
Tony_Krolis,1.94,93000.0,1984-07-13,Curaçao
Tricia_Santos_(volleyball),1.74,62000.0,['1995-05-18', '1995-05-19'],['Philippines', 'Mandaluyong']
Trần_Thị_Thảo,1.73,55000.0,1991-11-24,['Hanoi', 'Vietnam']
Tsvetan_Sokolov,2.07,108000.0,1989-12-31,['Bulgaria', 'Dupnitsa']
Twan_Wiltenburg,2.04,86000.0,1997-01-20,Zevenhuizen Zuidplas
Tzvetelina_Yanchulova,1.8,65000.0,1975-04-12,['Bulgaria', 'Sofia']
Đỗ_Thị_Minh,1.73,67000.0,1988-08-03,Hà Nam Province
Takeshi_Nagano,1.76,65000.0,1985-07-11,['Japan', 'Nagasaki Prefecture', 'Sasebo Nagasaki']
Talita_Antunes,1.8034,64000.0,1982-08-29,['Brazil', 'Mato Grosso do Sul', 'Aquidauana']
Taras_Khtey,1.97,0.0,1982-05-22,['Soviet Union', 'Ukraine', 'Lviv']
Tatiana_Kosheleva,1.91,67000.0,1988-12-23,['Minsk', 'Byelorussian Soviet Socialist Republic']
Tatsuya_Fukuzawa,1.89,86000.0,1986-07-01,['Japan', 'Kyoto Prefecture']
Taylor_Pischke,1.83,69000.0,1993-04-18,['Winnipeg', 'Manitoba']
Taylor_Sander,1.93,80000.0,1992-03-17,['Huntington Beach California', 'United States']
Teerasak_Nakprasong,1.88,75000.0,1985-11-06,['Thailand', 'Phitsanulok']
Teodor_Salparov,1.87,77000.0,1982-08-16,['Bulgaria', 'Gabrovo']
Barbara_Jelić-Ružić,1.93,75000.0,1977-05-08,['Socialist Federal Republic of Yugoslavia', 'Novo Mesto', 'Socialist Republic of Slovenia', 'Yugoslavia']
Bart-Jan_van_der_Mark,2.07,99000.0,1985-05-20,Rotterdam
Bartosz_Bednorz,2.01,84000.0,1994-07-25,['Poland', 'Zabrze']
Bartosz_Gawryszewski,2.02,90000.0,1985-08-22,['Poland', 'Warsaw']
Bartosz_Kurek,2.07,104000.0,1988-08-29,['Poland', 'Wałbrzych']
Bartosz_Kwolek,1.92,92000.0,1997-07-17,Poland
Bartłomiej_Bołądź,2.03,97000.0,1994-09-28,['Poland', 'Krzyż Wielkopolski']
Bartłomiej_Grzechnik,2.0,92000.0,1993-02-08,['Poland', 'Radom']
Bas_van_Bemmelen,2.07,92000.0,1989-08-18,Beuningen
Benjamin_Hardy,1.98,94000.0,1974-09-21,['Sydney', 'Australia']
Benjamin_Toniutti,1.83,74000.0,1989-10-30,['Mulhouse', 'France']
Berenika_Tomsia,1.89,67000.0,1988-03-18,['Gdańsk', 'Poland']
Berit_Kauffeldt,1.9,75000.0,1990-07-08,Parchim
Bethania_Almánzar,1.8,62000.0,1987-02-11,['Dominican Republic', 'Bonao']
Bibiana_Candelas,1.96,78000.0,1983-12-02,Torreón
Björn_Höhne,1.93,94000.0,1991-03-27,['Berlin', 'Germany']
Bojan_Janić,1.98,87000.0,1982-03-11,['Serbia', 'Leskovac', 'Socialist Federal Republic of Yugoslavia', 'Socialist Republic of Serbia']
Bram_Van_Den_Dries,2.06,101000.0,1989-08-14,['Belgium', 'Herselt']
Brian_Thornton,1.9,88000.0,1985-04-22,Huntington Beach California
Bruno_Rezende,1.9,76000.0,1986-07-02,['Brazil', 'Rio de Janeiro']
Bryan_Ivie,2.01,98000.0,1969-05-05,Torrance California
Bùi_Thị_Ngà,1.87,74000.0,1994-08-15,Ninh Bình Province
Gavin_Schmitt,2.08,102000.0,1986-01-27,['Grande Prairie', 'Alberta']
Georgi_Bratoev,2.02,88000.0,1987-10-21,['Bulgaria', 'Sofia']
Georgios_Lykoudis,1.91,100000.0,1964-02-04,Thessaloniki
Germán_Recio,1.93,80000.0,1988-04-07,['Santo Domingo', 'Neiba']
Gershon_Rorich,1.95,103000.0,1973-10-23,['Cape Town', 'South Africa']
Gert_Van_Walle,1.97,87000.0,1987-08-07,['Belgium', 'Ekeren']
Giannis_Laios,1.89,90000.0,1951-03-17,Athens
Giba,1.92,85000.0,1976-12-23,['Paraná (state)', 'Londrina']
Gijs_Jorna,1.96,85000.0,1989-05-30,Enkhuizen
Gino_Brousseau,1.89,85000.0,1966-09-04,['Quebec City', 'Quebec']
Gabriele_Maruotti,1.95,92000.0,1988-03-25,['Italy', 'Fiumicino']
Gabrijel_Radić,2.02,96000.0,1982-03-21,['Serbia', 'Novi Sad']
Giovanni_Lanfranco_(volleyball),1.88,80000.0,1956-05-09,['Italy', 'Turin']
Giulio_Sabbi,2.01,92000.0,1989-08-10,['Italy', 'Zagarolo']
Gregor_Ropret,1.92,88000.0,1989-03-01,Slovenia
Gregory_Berríos,1.82,83000.0,1979-01-24,San Juan Puerto Rico
Grzegorz_Bociek,2.07,106000.0,1991-06-06,['Poland', 'Sielec Gmina Żarnów']
Grzegorz_Kosok,2.06,92000.0,1986-03-02,['Poland', 'Katowice']
Grzegorz_Pająk,1.96,89000.0,1987-01-01,['Poland', 'Stalowa Wola']
Grzegorz_Pilarz,1.88,83000.0,1980-02-12,['Poland', 'Bielsko-Biała']
Grzegorz_Szymański,2.02,94000.0,1978-07-12,['Poland', 'Ostrowiec Świętokrzyski']
Grzegorz_Wagner,1.82,84000.0,1965-12-13,['Poland', 'Warsaw']
Grzegorz_Łomacz,1.87,81000.0,1987-10-01,['Poland', 'Ostrołęka']
Guillaume_Quesque,2.03,92000.0,1989-04-29,['Paris', 'France']
Guillaume_Samica,1.98,84000.0,1981-09-28,['France', 'Choisy-au-Bac']
Gurinder_Singh_(volleyball),0.0,92000.0,['1989-03-02', '1989-06-05'],Chandigarh
Gustavo_Endres,2.03,98000.0,1975-08-23,['Brazil', 'Passo Fundo']
György_Grozer,2.0,99000.0,1984-11-27,['Hungary', 'Budapest']
Gábor_Bodó,1.82,73000.0,1941-08-05,Balatonfüred
Xue_Ming,1.92,68000.0,1987-02-23,['China', 'Beijing']
Nana_Iwasaka,1.87,76000.0,1990-07-03,['Japan', 'Fukuoka', 'Fukuoka Prefecture']
Nanae_Takizawa,1.66,52000.0,1987-09-22,['Japan', 'Tokyo', 'Mitaka Tokyo']
Nanami_Inoue,1.78,64000.0,1989-06-19,['Japan', 'Fuchū Tokyo']
Naoko_Hashimoto,1.72,63000.0,1984-07-11,['Japan', 'Okayama Prefecture', 'Okayama']
Natalia_Bamber-Laskowska,1.86,69000.0,1982-02-24,['Poland', 'Sulechów']
Natalia_Valentín,1.7,61000.0,1989-09-12,Río Piedras Puerto Rico
Nataliya_Obmochaeva,1.94,74000.0,1989-06-01,['Ukraine', 'Skole']
Nathalia_Alfaro,1.65,59000.0,1987-04-08,['Costa Rica', 'Heredia Costa Rica']
Nathan_French,1.91,86000.0,1990-04-20,['Chelmsford', 'Essex']
Nathan_Roberts_(volleyball),1.97,94000.0,1986-02-17,['Adelaide', 'Australia']
Natsumi_Fujita,1.66,50000.0,1991-08-05,['Japan', 'Tagajō', 'Miyagi Prefecture']
Nattapong_Kesapan,1.83,75000.0,1989-07-25,Thailand
Naveen_Raja_Jacob,0.0,87000.0,1989-01-10,['Tamil Nadu', 'Sundankottai']
Nellie_Spicer,1.75,65000.0,1987-07-03,Barrington Illinois
Nemanja_Petrić,2.04,86000.0,1987-07-28,['Serbia', 'Prijepolje']
Nene_Tomita,1.83,75000.0,1982-09-30,China
Nicolas_Maréchal,1.98,83000.0,1987-03-04,['France', 'Sainte-Catherine-lès-Arras']
Nicole_Koolhaas,1.98,77000.0,1991-01-31,['Netherlands', 'Hoorn']
Nicole_Oude_Luttikhuis,1.91,74000.0,1997-12-26,['Netherlands', 'Harbrinkhoek']
Nicole_Sanderson,1.82,65000.0,1976-04-01,['Perth', 'Australia']
Nicolás_Uriarte,1.92,82000.0,1990-03-21,['Buenos Aires', 'Argentina']
Niels_Klapwijk,2.0,89000.0,1985-09-19,Amersfoort
Nikola_Jovović,1.96,75000.0,1992-02-13,['Serbia', 'Novi Sad']
Nikola_Kovačević,1.93,78000.0,1983-02-14,['Serbia', 'Kraljevo']
Nikola_Rosić,1.92,85000.0,1984-08-05,['Belgrade', 'Socialist Federal Republic of Yugoslavia', 'Socialist Republic of Serbia']
Nikolas_Berger,1.99,92000.0,1974-03-18,['Salzburg', 'Austria']
Nikolay_Nikolov_(volleyball),2.06,97000.0,1986-07-29,['Bulgaria', 'Karnobat']
Nikolay_Pavlov_(volleyball),1.96,93000.0,1982-05-22,['Russia', 'Budyonnovsk']
Nikolay_Penchev,1.96,85000.0,1992-05-22,['Bulgaria', 'Plovdiv']
Nimir_Abdel-Aziz,2.01,83000.0,1992-05-05,['Netherlands', 'The Hague']
Nina_Muradyan,1.7018,66225.6,1954-08-17,['Yerevan', 'Armenia']
Noemi_Signorile,1.82,74000.0,1990-02-15,['Italy', 'Turin']
Novica_Bjelica,2.02,86000.0,1983-02-09,['Serbia', 'Socialist Federal Republic of Yugoslavia', 'Pula']
Nuno_Pinheiro,1.93,89000.0,1984-12-31,['Portugal', 'Espinho Portugal']
Nuri_Şahin_(volleyball),1.97,91000.0,1980-01-01,['Tokat', 'Turkey']
Quinta_Steenbergen,1.89,74000.0,1985-04-02,['Netherlands', 'Schagen']
Quirine_Oosterveld,1.81,71000.0,1990-03-05,Almere
